table,cell,seed,method,sample,acc,nce
ER-Reg,dense@0.1,0,chfgnn_proj,5,0.956,16744.0
ER-Reg,dense@0.1,0,chfgnn_proj,6,0.966,16903.0
ER-Reg,dense@0.1,0,chfgnn_proj,7,0.932,16012.0
ER-Reg,dense@0.1,0,chfgnn_proj,8,0.936,16037.0
ER-Reg,dense@0.1,0,chfgnn_proj,9,0.954,16558.0
ER-Reg,dense@0.1,0,chfgnn_faq,0,1.0,18011.0
ER-Reg,dense@0.1,0,chfgnn_faq,1,1.0,18009.0
ER-Reg,dense@0.1,0,chfgnn_faq,2,1.0,17802.0
ER-Reg,dense@0.1,0,chfgnn_faq,3,1.0,17777.0
ER-Reg,dense@0.1,0,chfgnn_faq,4,1.0,18043.0
ER-Reg,dense@0.1,0,chfgnn_faq,5,1.0,17916.0
ER-Reg,dense@0.1,0,chfgnn_faq,6,1.0,17908.0
ER-Reg,dense@0.1,0,chfgnn_faq,7,1.0,17915.0
ER-Reg,dense@0.1,0,chfgnn_faq,8,1.0,17804.0
ER-Reg,dense@0.1,0,chfgnn_faq,9,1.0,17780.0
ER-Reg,dense@0.15,0,proj_dcx,0,0.724,10537.0
ER-Reg,dense@0.15,0,proj_dcx,1,0.788,11979.0
ER-Reg,dense@0.15,0,proj_dcx,2,0.612,8565.0
ER-Reg,dense@0.15,0,proj_dcx,3,0.632,8880.0
ER-Reg,dense@0.15,0,proj_dcx,4,0.76,11417.0
ER-Reg,dense@0.15,0,proj_dcx,5,0.756,11348.0
ER-Reg,dense@0.15,0,proj_dcx,6,0.734,10838.0
ER-Reg,dense@0.15,0,proj_dcx,7,0.578,7999.0
ER-Reg,dense@0.15,0,proj_dcx,8,0.426,5998.0
ER-Reg,dense@0.15,0,proj_dcx,9,0.738,10710.0
ER-Reg,dense@0.15,0,faq_dcx,0,1.0,16982.0
ER-Reg,dense@0.15,0,faq_dcx,1,1.0,17022.0
ER-Reg,dense@0.15,0,faq_dcx,2,1.0,16863.0
ER-Reg,dense@0.15,0,faq_dcx,3,1.0,16802.0
ER-Reg,dense@0.15,0,faq_dcx,4,1.0,17077.0
ER-Reg,dense@0.15,0,faq_dcx,5,1.0,16892.0
ER-Reg,dense@0.15,0,faq_dcx,6,1.0,16915.0
ER-Reg,dense@0.15,0,faq_dcx,7,1.0,16919.0
ER-Reg,dense@0.15,0,faq_dcx,8,1.0,16872.0
ER-Reg,dense@0.15,0,faq_dcx,9,1.0,16781.0
ER-Reg,dense@0.15,0,fgnn_proj,0,0.226,4152.0
ER-Reg,dense@0.15,0,fgnn_proj,1,0.218,4174.0
ER-Reg,dense@0.15,0,fgnn_proj,2,0.134,3727.0
ER-Reg,dense@0.15,0,fgnn_proj,3,0.188,3853.0
ER-Reg,dense@0.15,0,fgnn_proj,4,0.192,3965.0
ER-Reg,dense@0.15,0,fgnn_proj,5,0.264,4471.0
ER-Reg,dense@0.15,0,fgnn_proj,6,0.202,4027.0
ER-Reg,dense@0.15,0,fgnn_proj,7,0.19,3909.0
ER-Reg,dense@0.15,0,fgnn_proj,8,0.166,3775.0
ER-Reg,dense@0.15,0,fgnn_proj,9,0.218,4055.0
ER-Reg,dense@0.15,0,fgnn_faq,0,1.0,16982.0
ER-Reg,dense@0.15,0,fgnn_faq,1,1.0,17022.0
ER-Reg,dense@0.15,0,fgnn_faq,2,1.0,16863.0
ER-Reg,dense@0.15,0,fgnn_faq,3,1.0,16802.0
ER-Reg,dense@0.15,0,fgnn_faq,4,1.0,17077.0
ER-Reg,dense@0.15,0,fgnn_faq,5,1.0,16892.0
ER-Reg,dense@0.15,0,fgnn_faq,6,1.0,16915.0
ER-Reg,dense@0.15,0,fgnn_faq,7,1.0,16919.0
ER-Reg,dense@0.15,0,fgnn_faq,8,1.0,16872.0
ER-Reg,dense@0.15,0,fgnn_faq,9,1.0,16781.0
ER-Reg,dense@0.15,0,chfgnn_proj,0,0.818,12658.0
ER-Reg,dense@0.15,0,chfgnn_proj,1,0.814,12638.0
ER-Reg,dense@0.15,0,chfgnn_proj,2,0.838,12957.0
ER-Reg,dense@0.15,0,chfgnn_proj,3,0.828,12692.0
ER-Reg,dense@0.15,0,chfgnn_proj,4,0.844,13307.0
ER-Reg,dense@0.15,0,chfgnn_proj,5,0.784,11948.0
ER-Reg,dense@0.15,0,chfgnn_proj,6,0.838,13031.0
ER-Reg,dense@0.15,0,chfgnn_proj,7,0.822,12710.0
ER-Reg,dense@0.15,0,chfgnn_proj,8,0.828,12806.0
ER-Reg,dense@0.15,0,chfgnn_proj,9,0.806,12241.0
ER-Reg,dense@0.15,0,chfgnn_faq,0,1.0,16982.0
ER-Reg,dense@0.15,0,chfgnn_faq,1,1.0,17022.0
ER-Reg,dense@0.15,0,chfgnn_faq,2,1.0,16863.0
ER-Reg,dense@0.15,0,chfgnn_faq,3,1.0,16802.0
ER-Reg,dense@0.15,0,chfgnn_faq,4,1.0,17077.0
ER-Reg,dense@0.15,0,chfgnn_faq,5,1.0,16892.0
ER-Reg,dense@0.15,0,chfgnn_faq,6,1.0,16915.0
ER-Reg,dense@0.15,0,chfgnn_faq,7,1.0,16919.0
ER-Reg,dense@0.15,0,chfgnn_faq,8,1.0,16872.0
ER-Reg,dense@0.15,0,chfgnn_faq,9,1.0,16781.0
ER-Reg,dense@0.2,0,proj_dcx,0,0.168,3958.0
ER-Reg,dense@0.2,0,proj_dcx,1,0.204,4172.0
ER-Reg,dense@0.2,0,proj_dcx,2,0.16,3913.0
ER-Reg,dense@0.2,0,proj_dcx,3,0.142,3780.0
ER-Reg,dense@0.2,0,proj_dcx,4,0.23,4223.0
ER-Reg,dense@0.2,0,proj_dcx,5,0.186,4084.0
ER-Reg,dense@0.2,0,proj_dcx,6,0.178,4025.0
ER-Reg,dense@0.2,0,proj_dcx,7,0.124,3819.0
ER-Reg,dense@0.2,0,proj_dcx,8,0.142,3732.0
ER-Reg,dense@0.2,0,proj_dcx,9,0.2,4041.0
ER-Reg,dense@0.2,0,faq_dcx,0,1.0,15976.0
ER-Reg,dense@0.2,0,faq_dcx,1,1.0,15995.0
ER-Reg,dense@0.2,0,faq_dcx,2,1.0,15875.0
ER-Reg,dense@0.2,0,faq_dcx,3,1.0,15752.0
ER-Reg,dense@0.2,0,faq_dcx,4,1.0,16095.0
ER-Reg,dense@0.2,0,faq_dcx,5,1.0,15869.0
ER-Reg,dense@0.2,0,faq_dcx,6,1.0,15912.0
ER-Reg,dense@0.2,0,faq_dcx,7,1.0,15888.0
ER-Reg,dense@0.2,0,faq_dcx,8,1.0,15848.0
ER-Reg,dense@0.2,0,faq_dcx,9,1.0,15778.0
ER-Reg,dense@0.2,0,fgnn_proj,0,0.098,3517.0
ER-Reg,dense@0.2,0,fgnn_proj,1,0.128,3676.0
ER-Reg,dense@0.2,0,fgnn_proj,2,0.072,3475.0
ER-Reg,dense@0.2,0,fgnn_proj,3,0.084,3509.0
ER-Reg,dense@0.2,0,fgnn_proj,4,0.096,3609.0
ER-Reg,dense@0.2,0,fgnn_proj,5,0.064,3571.0
ER-Reg,dense@0.2,0,fgnn_proj,6,0.084,3471.0
ER-Reg,dense@0.2,0,fgnn_proj,7,0.062,3451.0
ER-Reg,dense@0.2,0,fgnn_proj,8,0.078,3498.0
ER-Reg,dense@0.2,0,fgnn_proj,9,0.102,3455.0
ER-Reg,dense@0.2,0,fgnn_faq,0,1.0,15976.0
ER-Reg,dense@0.2,0,fgnn_faq,1,1.0,15995.0
ER-Reg,dense@0.2,0,fgnn_faq,2,1.0,15875.0
ER-Reg,dense@0.2,0,fgnn_faq,3,1.0,15752.0
ER-Reg,dense@0.2,0,fgnn_faq,4,1.0,16095.0
ER-Reg,dense@0.2,0,fgnn_faq,5,1.0,15869.0
ER-Reg,dense@0.2,0,fgnn_faq,6,1.0,15912.0
ER-Reg,dense@0.2,0,fgnn_faq,7,0.058,6240.0
ER-Reg,dense@0.2,0,fgnn_faq,8,1.0,15848.0
ER-Reg,dense@0.2,0,fgnn_faq,9,1.0,15778.0
ER-Reg,dense@0.2,0,chfgnn_proj,0,0.748,10614.0
ER-Reg,dense@0.2,0,chfgnn_proj,1,0.736,10478.0
ER-Reg,dense@0.2,0,chfgnn_proj,2,0.764,10903.0
ER-Reg,dense@0.2,0,chfgnn_proj,3,0.704,9699.0
ER-Reg,dense@0.2,0,chfgnn_proj,4,0.754,10897.0
ER-Reg,dense@0.2,0,chfgnn_proj,5,0.736,10286.0
ER-Reg,dense@0.2,0,chfgnn_proj,6,0.752,10773.0
ER-Reg,dense@0.2,0,chfgnn_proj,7,0.75,10592.0
ER-Reg,dense@0.2,0,chfgnn_proj,8,0.614,8325.0
ER-Reg,dense@0.2,0,chfgnn_proj,9,0.758,10764.0
ER-Reg,dense@0.2,0,chfgnn_faq,0,1.0,15976.0
ER-Reg,dense@0.2,0,chfgnn_faq,1,1.0,15995.0
ER-Reg,dense@0.2,0,chfgnn_faq,2,1.0,15875.0
ER-Reg,dense@0.2,0,chfgnn_faq,3,1.0,15752.0
ER-Reg,dense@0.2,0,chfgnn_faq,4,1.0,16095.0
ER-Reg,dense@0.2,0,chfgnn_faq,5,1.0,15869.0
ER-Reg,dense@0.2,0,chfgnn_faq,6,1.0,15912.0
ER-Reg,dense@0.2,0,chfgnn_faq,7,1.0,15888.0
ER-Reg,dense@0.2,0,chfgnn_faq,8,1.0,15848.0
ER-Reg,dense@0.2,0,chfgnn_faq,9,1.0,15778.0
ER-Reg,dense@0.25,0,proj_dcx,0,0.042,3597.0
ER-Reg,dense@0.25,0,proj_dcx,1,0.058,3695.0
ER-Reg,dense@0.25,0,proj_dcx,2,0.046,3592.0
ER-Reg,dense@0.25,0,proj_dcx,3,0.044,3608.0
ER-Reg,dense@0.25,0,proj_dcx,4,0.058,3699.0
ER-Reg,dense@0.25,0,proj_dcx,5,0.066,3680.0
ER-Reg,dense@0.25,0,proj_dcx,6,0.048,3773.0
ER-Reg,dense@0.25,0,proj_dcx,7,0.03,3666.0
ER-Reg,dense@0.25,0,proj_dcx,8,0.044,3644.0
ER-Reg,dense@0.25,0,proj_dcx,9,0.052,3691.0
ER-Reg,dense@0.25,0,faq_dcx,0,1.0,14967.0
ER-Reg,dense@0.25,0,faq_dcx,1,1.0,15006.0
ER-Reg,dense@0.25,0,faq_dcx,2,0.042,6242.0
ER-Reg,dense@0.25,0,faq_dcx,3,0.044,6212.0
ER-Reg,dense@0.25,0,faq_dcx,4,0.038,6278.0
ER-Reg,dense@0.25,0,faq_dcx,5,1.0,14911.0
ER-Reg,dense@0.25,0,faq_dcx,6,0.05,6234.0
ER-Reg,dense@0.25,0,faq_dcx,7,0.012,6248.0
ER-Reg,dense@0.25,0,faq_dcx,8,0.024,6256.0
ER-Reg,dense@0.25,0,faq_dcx,9,0.012,6186.0
ER-Reg,dense@0.25,0,fgnn_proj,0,0.054,3546.0
ER-Reg,dense@0.25,0,fgnn_proj,1,0.046,3464.0
ER-Reg,dense@0.25,0,fgnn_proj,2,0.044,3474.0
ER-Reg,dense@0.25,0,fgnn_proj,3,0.026,3460.0
ER-Reg,dense@0.25,0,fgnn_proj,4,0.044,3498.0
ER-Reg,dense@0.25,0,fgnn_proj,5,0.03,3399.0
ER-Reg,dense@0.25,0,fgnn_proj,6,0.034,3511.0
ER-Reg,dense@0.25,0,fgnn_proj,7,0.022,3345.0
ER-Reg,dense@0.25,0,fgnn_proj,8,0.054,3421.0
ER-Reg,dense@0.25,0,fgnn_proj,9,0.044,3343.0
ER-Reg,dense@0.25,0,fgnn_faq,0,0.022,6299.0
ER-Reg,dense@0.25,0,fgnn_faq,1,0.02,6311.0
ER-Reg,dense@0.25,0,fgnn_faq,2,0.03,6252.0
ER-Reg,dense@0.25,0,fgnn_faq,3,0.01,6191.0
ER-Reg,dense@0.25,0,fgnn_faq,4,0.012,6260.0
ER-Reg,dense@0.25,0,fgnn_faq,5,0.04,6291.0
ER-Reg,dense@0.25,0,fgnn_faq,6,0.018,6271.0
ER-Reg,dense@0.25,0,fgnn_faq,7,0.004,6268.0
ER-Reg,dense@0.25,0,fgnn_faq,8,1.0,14865.0
ER-Reg,dense@0.25,0,fgnn_faq,9,0.028,6186.0
ER-Reg,dense@0.25,0,chfgnn_proj,0,0.576,7633.0
ER-Reg,dense@0.25,0,chfgnn_proj,1,0.61,8122.0
ER-Reg,dense@0.25,0,chfgnn_proj,2,0.568,7473.0
ER-Reg,dense@0.25,0,chfgnn_proj,3,0.582,7689.0
ER-Reg,dense@0.25,0,chfgnn_proj,4,0.114,4083.0
ER-Reg,dense@0.25,0,chfgnn_proj,5,0.558,7413.0
ER-Reg,dense@0.25,0,chfgnn_proj,6,0.624,8180.0
ER-Reg,dense@0.25,0,chfgnn_proj,7,0.044,4031.0
ER-Reg,dense@0.25,0,chfgnn_proj,8,0.602,7845.0
ER-Reg,dense@0.25,0,chfgnn_proj,9,0.6,7794.0
ER-Reg,dense@0.25,0,chfgnn_faq,0,1.0,14967.0
ER-Reg,dense@0.25,0,chfgnn_faq,1,1.0,15006.0
ER-Reg,dense@0.25,0,chfgnn_faq,2,1.0,14931.0
ER-Reg,dense@0.25,0,chfgnn_faq,3,1.0,14764.0
ER-Reg,dense@0.25,0,chfgnn_faq,4,1.0,15099.0
ER-Reg,dense@0.25,0,chfgnn_faq,5,1.0,14911.0
ER-Reg,dense@0.25,0,chfgnn_faq,6,1.0,14944.0
ER-Reg,dense@0.25,0,chfgnn_faq,7,0.032,6268.0
ER-Reg,dense@0.25,0,chfgnn_faq,8,1.0,14865.0
ER-Reg,dense@0.25,0,chfgnn_faq,9,1.0,14746.0
ER-Reg,dense@0.3,0,proj_dcx,0,0.03,3720.0
ER-Reg,dense@0.3,0,proj_dcx,1,0.018,3620.0
ER-Reg,dense@0.3,0,proj_dcx,2,0.016,3711.0
ER-Reg,dense@0.3,0,proj_dcx,3,0.03,3617.0
ER-Reg,dense@0.3,0,proj_dcx,4,0.018,3648.0
ER-Reg,dense@0.3,0,proj_dcx,5,0.034,3647.0
ER-Reg,dense@0.3,0,proj_dcx,6,0.018,3700.0
ER-Reg,dense@0.3,0,proj_dcx,7,0.028,3598.0
ER-Reg,dense@0.3,0,proj_dcx,8,0.02,3587.0
ER-Reg,dense@0.3,0,proj_dcx,9,0.028,3607.0
ER-Reg,dense@0.3,0,faq_dcx,0,0.01,6250.0
ER-Reg,dense@0.3,0,faq_dcx,1,0.012,6254.0
ER-Reg,dense@0.3,0,faq_dcx,2,0.042,6250.0
ER-Reg,dense@0.3,0,faq_dcx,3,0.014,6187.0
ER-Reg,dense@0.3,0,faq_dcx,4,0.01,6285.0
ER-Reg,dense@0.3,0,faq_dcx,5,0.014,6240.0
ER-Reg,dense@0.3,0,faq_dcx,6,0.018,6230.0
ER-Reg,dense@0.3,0,faq_dcx,7,0.004,6208.0
ER-Reg,dense@0.3,0,faq_dcx,8,0.008,6215.0
ER-Reg,dense@0.3,0,faq_dcx,9,0.006,6144.0
ER-Reg,dense@0.3,0,fgnn_proj,0,0.032,3461.0
ER-Reg,dense@0.3,0,fgnn_proj,1,0.04,3555.0
ER-Reg,dense@0.3,0,fgnn_proj,2,0.026,3449.0
ER-Reg,dense@0.3,0,fgnn_proj,3,0.018,3471.0
ER-Reg,dense@0.3,0,fgnn_proj,4,0.026,3537.0
ER-Reg,dense@0.3,0,fgnn_proj,5,0.036,3527.0
ER-Reg,dense@0.3,0,fgnn_proj,6,0.028,3531.0
ER-Reg,dense@0.3,0,fgnn_proj,7,0.018,3519.0
ER-Reg,dense@0.3,0,fgnn_proj,8,0.016,3444.0
ER-Reg,dense@0.3,0,fgnn_proj,9,0.016,3473.0
ER-Reg,dense@0.3,0,fgnn_faq,0,0.01,6231.0
ER-Reg,dense@0.3,0,fgnn_faq,1,0.03,6287.0
ER-Reg,dense@0.3,0,fgnn_faq,2,0.008,6206.0
ER-Reg,dense@0.3,0,fgnn_faq,3,0.006,6161.0
ER-Reg,dense@0.3,0,fgnn_faq,4,0.008,6279.0
ER-Reg,dense@0.3,0,fgnn_faq,5,0.012,6278.0
ER-Reg,dense@0.3,0,fgnn_faq,6,0.006,6280.0
ER-Reg,dense@0.3,0,fgnn_faq,7,0.01,6229.0
ER-Reg,dense@0.3,0,fgnn_faq,8,0.004,6236.0
ER-Reg,dense@0.3,0,fgnn_faq,9,0.002,6225.0
ER-Reg,dense@0.3,0,chfgnn_proj,0,0.068,3972.0
ER-Reg,dense@0.3,0,chfgnn_proj,1,0.492,6309.0
ER-Reg,dense@0.3,0,chfgnn_proj,2,0.046,4032.0
ER-Reg,dense@0.3,0,chfgnn_proj,3,0.012,3955.0
ER-Reg,dense@0.3,0,chfgnn_proj,4,0.012,4105.0
ER-Reg,dense@0.3,0,chfgnn_proj,5,0.02,4069.0
ER-Reg,dense@0.3,0,chfgnn_proj,6,0.144,4271.0
ER-Reg,dense@0.3,0,chfgnn_proj,7,0.014,4022.0
ER-Reg,dense@0.3,0,chfgnn_proj,8,0.006,4025.0
ER-Reg,dense@0.3,0,chfgnn_proj,9,0.01,4020.0
ER-Reg,dense@0.3,0,chfgnn_faq,0,0.096,6319.0
ER-Reg,dense@0.3,0,chfgnn_faq,1,1.0,13940.0
ER-Reg,dense@0.3,0,chfgnn_faq,2,0.034,6303.0
ER-Reg,dense@0.3,0,chfgnn_faq,3,0.01,6232.0
ER-Reg,dense@0.3,0,chfgnn_faq,4,0.004,6232.0
ER-Reg,dense@0.3,0,chfgnn_faq,5,0.018,6304.0
ER-Reg,dense@0.3,0,chfgnn_faq,6,1.0,13920.0
ER-Reg,dense@0.3,0,chfgnn_faq,7,0.002,6260.0
ER-Reg,dense@0.3,0,chfgnn_faq,8,0.004,6270.0
ER-Reg,dense@0.3,0,chfgnn_faq,9,0.012,6225.0
ER-Reg,dense@0.35,0,proj_dcx,0,0.01,3684.0
ER-Reg,dense@0.35,0,proj_dcx,1,0.008,3626.0
ER-Reg,dense@0.35,0,proj_dcx,2,0.02,3592.0
ER-Reg,dense@0.35,0,proj_dcx,3,0.016,3665.0
ER-Reg,dense@0.35,0,proj_dcx,4,0.012,3659.0
ER-Reg,dense@0.35,0,proj_dcx,5,0.01,3602.0
ER-Reg,dense@0.35,0,proj_dcx,6,0.012,3624.0
ER-Reg,dense@0.35,0,proj_dcx,7,0.024,3518.0
ER-Reg,dense@0.35,0,proj_dcx,8,0.008,3556.0
ER-Reg,dense@0.35,0,proj_dcx,9,0.002,3516.0
ER-Reg,dense@0.35,0,faq_dcx,0,0.004,6219.0
ER-Reg,dense@0.35,0,faq_dcx,1,0.012,6215.0
ER-Reg,dense@0.35,0,faq_dcx,2,0.018,6207.0
ER-Reg,dense@0.35,0,faq_dcx,3,0.008,6154.0
ER-Reg,dense@0.35,0,faq_dcx,4,0.006,6267.0
ER-Reg,dense@0.35,0,faq_dcx,5,0.006,6262.0
ER-Reg,dense@0.35,0,faq_dcx,6,0.0,6255.0
ER-Reg,dense@0.35,0,faq_dcx,7,0.006,6228.0
ER-Reg,dense@0.35,0,faq_dcx,8,0.002,6148.0
ER-Reg,dense@0.35,0,faq_dcx,9,0.002,6226.0
ER-Reg,dense@0.35,0,fgnn_proj,0,0.014,3434.0
ER-Reg,dense@0.35,0,fgnn_proj,1,0.016,3557.0
ER-Reg,dense@0.35,0,fgnn_proj,2,0.02,3434.0
ER-Reg,dense@0.35,0,fgnn_proj,3,0.014,3459.0
ER-Reg,dense@0.35,0,fgnn_proj,4,0.012,3502.0
ER-Reg,dense@0.35,0,fgnn_proj,5,0.018,3538.0
ER-Reg,dense@0.35,0,fgnn_proj,6,0.016,3553.0
ER-Reg,dense@0.35,0,fgnn_proj,7,0.01,3383.0
ER-Reg,dense@0.35,0,fgnn_proj,8,0.01,3363.0
ER-Reg,dense@0.35,0,fgnn_proj,9,0.01,3380.0
ER-Reg,dense@0.35,0,fgnn_faq,0,0.002,6220.0
ER-Reg,dense@0.35,0,fgnn_faq,1,0.01,6254.0
ER-Reg,dense@0.35,0,fgnn_faq,2,0.008,6198.0
ER-Reg,dense@0.35,0,fgnn_faq,3,0.004,6153.0
ER-Reg,dense@0.35,0,fgnn_faq,4,0.004,6304.0
ER-Reg,dense@0.35,0,fgnn_faq,5,0.006,6270.0
ER-Reg,dense@0.35,0,fgnn_faq,6,0.002,6253.0
ER-Reg,dense@0.35,0,fgnn_faq,7,0.008,6246.0
ER-Reg,dense@0.35,0,fgnn_faq,8,0.002,6171.0
ER-Reg,dense@0.35,0,fgnn_faq,9,0.006,6183.0
ER-Reg,dense@0.35,0,chfgnn_proj,0,0.016,3948.0
ER-Reg,dense@0.35,0,chfgnn_proj,1,0.016,4090.0
ER-Reg,dense@0.35,0,chfgnn_proj,2,0.02,4071.0
ER-Reg,dense@0.35,0,chfgnn_proj,3,0.014,4010.0
ER-Reg,dense@0.35,0,chfgnn_proj,4,0.006,4038.0
ER-Reg,dense@0.35,0,chfgnn_proj,5,0.032,4074.0
ER-Reg,dense@0.35,0,chfgnn_proj,6,0.012,4103.0
ER-Reg,dense@0.35,0,chfgnn_proj,7,0.012,4086.0
ER-Reg,dense@0.35,0,chfgnn_proj,8,0.01,3866.0
ER-Reg,dense@0.35,0,chfgnn_proj,9,0.004,4081.0
ER-Reg,dense@0.35,0,chfgnn_faq,0,0.008,6245.0
ER-Reg,dense@0.35,0,chfgnn_faq,1,0.008,6296.0
ER-Reg,dense@0.35,0,chfgnn_faq,2,0.01,6227.0
ER-Reg,dense@0.35,0,chfgnn_faq,3,0.004,6237.0
ER-Reg,dense@0.35,0,chfgnn_faq,4,0.014,6321.0
ER-Reg,dense@0.35,0,chfgnn_faq,5,0.032,6335.0
ER-Reg,dense@0.35,0,chfgnn_faq,6,0.0,6349.0
ER-Reg,dense@0.35,0,chfgnn_faq,7,0.006,6240.0
ER-Reg,dense@0.35,0,chfgnn_faq,8,0.008,6229.0
ER-Reg,dense@0.35,0,chfgnn_faq,9,0.004,6242.0
ER-Reg,regular@0,0,proj_dcx,0,0.004,51.0
ER-Reg,regular@0,0,proj_dcx,1,0.0,56.0
ER-Reg,regular@0,0,proj_dcx,2,0.004,69.0
ER-Reg,regular@0,0,proj_dcx,3,0.002,49.0
ER-Reg,regular@0,0,proj_dcx,4,0.004,35.0
ER-Reg,regular@0,0,proj_dcx,5,0.002,40.0
ER-Reg,regular@0,0,proj_dcx,6,0.002,63.0
ER-Reg,regular@0,0,proj_dcx,7,0.0,40.0
ER-Reg,regular@0,0,proj_dcx,8,0.006,47.0
ER-Reg,regular@0,0,proj_dcx,9,0.008,50.0
ER-Reg,regular@0,0,proj_dcx,10,0.0,59.0
ER-Reg,regular@0,0,proj_dcx,11,0.006,64.0
ER-Reg,regular@0,0,proj_dcx,12,0.0,43.0
ER-Reg,regular@0,0,proj_dcx,13,0.0,45.0
ER-Reg,regular@0,0,proj_dcx,14,0.004,50.0
ER-Reg,regular@0,0,proj_dcx,15,0.002,44.0
ER-Reg,regular@0,0,proj_dcx,16,0.0,54.0
ER-Reg,regular@0,0,proj_dcx,17,0.0,57.0
ER-Reg,regular@0,0,proj_dcx,18,0.002,47.0
ER-Reg,regular@0,0,proj_dcx,19,0.0,45.0
ER-Reg,regular@0,0,proj_dcx,20,0.004,47.0
ER-Reg,regular@0,0,proj_dcx,21,0.006,58.0
ER-Reg,regular@0,0,proj_dcx,22,0.002,49.0
ER-Reg,regular@0,0,proj_dcx,23,0.002,54.0
ER-Reg,regular@0,0,proj_dcx,24,0.0,64.0
ER-Reg,regular@0,0,proj_dcx,25,0.0,55.0
ER-Reg,regular@0,0,proj_dcx,26,0.0,38.0
ER-Reg,regular@0,0,proj_dcx,27,0.004,50.0
ER-Reg,regular@0,0,proj_dcx,28,0.002,57.0
ER-Reg,regular@0,0,proj_dcx,29,0.002,58.0
ER-Reg,regular@0,0,faq_dcx,0,0.0,825.0
ER-Reg,regular@0,0,faq_dcx,1,0.002,831.0
ER-Reg,regular@0,0,faq_dcx,2,0.002,41.0
ER-Reg,regular@0,0,faq_dcx,3,0.006,824.0
ER-Reg,regular@0,0,faq_dcx,4,0.006,839.0
ER-Reg,regular@0,0,faq_dcx,5,0.0,828.0
ER-Reg,regular@0,0,faq_dcx,6,0.0,823.0
ER-Reg,regular@0,0,faq_dcx,7,0.002,841.0
ER-Reg,regular@0,0,faq_dcx,8,0.0,833.0
ER-Reg,regular@0,0,faq_dcx,9,0.006,39.0
ER-Reg,regular@0,0,faq_dcx,10,0.004,828.0
ER-Reg,regular@0,0,faq_dcx,11,0.0,829.0
ER-Reg,regular@0,0,faq_dcx,12,0.0,847.0
ER-Reg,regular@0,0,faq_dcx,13,0.0,46.0
ER-Reg,regular@0,0,faq_dcx,14,0.0,831.0
ER-Reg,regular@0,0,faq_dcx,15,0.0,836.0
ER-Reg,regular@0,0,faq_dcx,16,0.002,49.0
ER-Reg,regular@0,0,faq_dcx,17,0.0,854.0
ER-Reg,regular@0,0,faq_dcx,18,0.0,36.0
ER-Reg,regular@0,0,faq_dcx,19,0.0,831.0
ER-Reg,regular@0,0,faq_dcx,20,0.006,825.0
ER-Reg,regular@0,0,faq_dcx,21,0.0,826.0
ER-Reg,regular@0,0,faq_dcx,22,0.006,49.0
ER-Reg,regular@0,0,faq_dcx,23,0.0,847.0
ER-Reg,regular@0,0,faq_dcx,24,0.0,43.0
ER-Reg,regular@0,0,faq_dcx,25,0.004,829.0
ER-Reg,regular@0,0,faq_dcx,26,0.002,47.0
ER-Reg,regular@0,0,faq_dcx,27,0.0,829.0
ER-Reg,regular@0,0,faq_dcx,28,0.002,842.0
ER-Reg,regular@0,0,faq_dcx,29,0.0,834.0
ER-Reg,regular@0,0,fgnn_proj,0,1.0,2500.0
ER-Reg,regular@0,0,fgnn_proj,1,1.0,2500.0
ER-Reg,regular@0,0,fgnn_proj,2,1.0,2500.0
ER-Reg,regular@0,0,fgnn_proj,3,1.0,2500.0
ER-Reg,regular@0,0,fgnn_proj,4,1.0,2500.0
ER-Reg,regular@0,0,fgnn_proj,5,1.0,2500.0
ER-Reg,regular@0,0,fgnn_proj,6,1.0,2500.0
ER-Reg,regular@0,0,fgnn_proj,7,1.0,2500.0
ER-Reg,regular@0,0,fgnn_proj,8,1.0,2500.0
ER-Reg,regular@0,0,fgnn_proj,9,1.0,2500.0
ER-Reg,regular@0,0,fgnn_proj,10,1.0,2500.0
ER-Reg,regular@0,0,fgnn_proj,11,1.0,2500.0
ER-Reg,regular@0,0,fgnn_proj,12,1.0,2500.0
ER-Reg,regular@0,0,fgnn_proj,13,1.0,2500.0
ER-Reg,regular@0,0,fgnn_proj,14,1.0,2500.0
ER-Reg,regular@0,0,fgnn_proj,15,1.0,2500.0
ER-Reg,regular@0,0,fgnn_proj,16,1.0,2500.0
ER-Reg,regular@0,0,fgnn_proj,17,1.0,2500.0
ER-Reg,regular@0,0,fgnn_proj,18,1.0,2500.0
ER-Reg,regular@0,0,fgnn_proj,19,1.0,2500.0
ER-Reg,regular@0,0,fgnn_proj,20,1.0,2500.0
ER-Reg,regular@0,0,fgnn_proj,21,1.0,2500.0
ER-Reg,regular@0,0,fgnn_proj,22,1.0,2500.0
ER-Reg,regular@0,0,fgnn_proj,23,1.0,2500.0
ER-Reg,regular@0,0,fgnn_proj,24,1.0,2500.0
ER-Reg,regular@0,0,fgnn_proj,25,1.0,2500.0
ER-Reg,regular@0,0,fgnn_proj,26,1.0,2500.0
ER-Reg,regular@0,0,fgnn_proj,27,1.0,2500.0
ER-Reg,regular@0,0,fgnn_proj,28,1.0,2500.0
ER-Reg,regular@0,0,fgnn_proj,29,1.0,2500.0
ER-Reg,regular@0,0,fgnn_faq,0,1.0,2500.0
ER-Reg,regular@0,0,fgnn_faq,1,1.0,2500.0
